id,prompt,correct_answer,sources,baseline_answer,tuned_answer,rag_answer,rag_bertscore
SELF-056,Welche Bezüge sind nach § 3 EStG von der Einkommensteuer befreit?,"Z.B. Arbeitslosengeld, Beihilfen nach dem FLAG oder bestimmte Trinkgelder.",MRG,"Nach § 3 EStG sind Bezüge, die einem Beamten oder einem Angestellten der Republik Österreich oder eines Landes, einer Gemeinde oder einer anderen Körperschaft des öffentlichen Rechts gewährt werden, von der Einkommensteuer befreit, soweit sie nicht in die Bemessungsgrundlage der Lohnsteuer einbezogen werden.","Nach § 3 EStG 1988 gelten Einkünfte aus Gewerbebetrieb und Einkünfte aus selbständiger Arbeit, die nicht mit dem Gewerbe in Einklang stehen, für die Beteiligung an einer Kapitalgesellschaft und für Einkünfte aus der Überlassung von Kapital an eine Kapitalgesellschaft.","Personen, die nicht als Mitglieder des Aufsichtsrates, Verwaltungsrates oder andere mit der Überwachung der Geschäftsführung beauftragte Personen, die nicht als Mitglieder des Aufsichtsrates, Verwaltungsrates oder andere mit der Überwachung der Geschäftsführung beauftragte Personen, die nicht als Mitglieder des Aufsichtsrates, Verwaltungsrates oder andere mit der Überwachung der Geschäftsführung beauftragte Personen, die nicht als Mitglieder des Aufsichtsr",0.7670400738716125
SELF-057,Was sind Einnahmen nach § 15 EStG?,"Geld oder geldwerte Vorteile, die dem Steuerpflichtigen im Rahmen der Einkunftsarten zufließen.",MRG,"Einnahmen nach § 15 EStG sind Einkünfte aus nichtselbstständiger Tätigkeit, wie z.B. Löhne, Gehälter, Pensionen und Renten.","Einnahmen nach § 15 EStG sind Einkünfte aus Gewerbebetrieb, die nicht aus einem anderen Einkommensverhältnis als Einkünfte aus Gewerbebetrieb entstehen.","nach § 108b des VAG 2016 gezahlt werden, sind diese Teile der Bezüge und Vorteile nur mit 25% zu erfassen. 3. b) Bezüge und Vorteile aus der Alters- und Sozialversicherung. 4. c) Bezüge und Vorteile aus der Rentenversicherung. 5. d) Bezüge und Vorteile aus der Krankenversicherung. 6. e) Bezüge und Vorteile aus der Pflegeversicherung",0.8033391833305359
SELF-058,Was ist die Basispauschalierung (§ 17 EStG)?,Eine vereinfachte Gewinnermittlung durch Abzug eines Prozentsatzes vom Umsatz als Betriebsausgaben.,MRG,"Die Basispauschalierung ist eine Pauschalierung, die für bestimmte Ausgaben wie Heizöl, Gas, Strom, Wasser, Brennstoffe, Reinigungsmittel, Reinigungskosten, Müllabfuhr, Briefporto, Telefongebühren, Internetkosten, Fernsehabonnements, Zeitungen, Zeitschriften, Bücher, Musik, Filme, Theater, Konzerte, Museumsbesuche, Sport, Reisen, Ferien, Urlaub, Ausgaben für Kinder, Schulen, Kindergärten, Kinderbetreuung, Kinderfreundliche Angebote, Ausgaben für Haustiere, Tierarztbesuche, Tierfutter","Die Basispauschalierung (§ 17 EStG) ist das Einkommen, das aus demselben Einkommensjahr aus demselben Einkommensarten stammt, wenn ein Einkommen aus einer anderen Einkommensart nicht ausgewertet wird.","ördlicher Vorschriften, die die Abgaben von Unternehmern erfordern, nicht abzugsfinanziert wird. 2. Die Abgaben von Unternehmern, die auf Grund gesetzlicher oder behördlicher Vorschriften, die die Abgaben von Unternehmern erfordern, nicht abzugsfinanziert werden, werden als Steuerbarkeitsausgaben angesehen. 3. Die Abgaben von Unternehmern, die auf Grund gesetzlicher oder behördlicher Vorschr",0.7850731611251831
SELF-059,Wer ist unbeschränkt einkommensteuerpflichtig (§ 1 EStG)?,"Natürliche Personen, die im Inland einen Wohnsitz oder ihren gewöhnlichen Aufenthalt haben.",MRG,"Unbeschränkt einkommensteuerpflichtig sind alle Personen, die in Österreich einen Wohnsitz haben.",Wer ist unbeschränkt einkommensteuerpflichtig (§ 1 EStG)?,"bezogenen Aufgaben beschäftigt sind, werden an die Mitglieder des Aufsichtsrates, Verwaltungsrate oder andere mit der Überwachung der Geschäftsführung beauftragte Personen für diese Funktion gewährt.",0.7962415814399719
SELF-060,Was ist der Alleinverdienerabsetzbetrag (§ 33 EStG i.V.m. § 7)?,"Ein Absetzbetrag für Steuerpflichtige mit Kindern, wenn der Partner nur geringe Einkünfte hat.",MRG,"Der Alleinverdienerabsetzbetrag (AVAB) ist ein Steuerabsetzbetrag, der in Österreich für Alleinerziehende mit Kindern bis zu 10 Jahren gewährt wird. Der Betrag beträgt 1.000 € pro Jahr.",Der Alleinverdienerabsetzbetrag beträgt 1.000 Euro.,"Landesabgabenordnung 1977, 5.§ 186a Salzburgische Landesabgabenordnung 1977, 6.§ 186a Tirolische Landesabgabenordnung 1977, 7.§ 186a Vorarlberger Landesabgabenordnung 1977, 8.§ 186a Vorarlberger Landesabgabenordnung 1977, 9.§ 186a Vorarlberger Landesabgabenordnung 1977, 10.§ 186a Vorarlberger Landesabgabenordnung",0.7570181488990784
SELF-061,Welche Formvorschriften gelten für die Buchführung (§ 131 BAO)?,"Bücher und Aufzeichnungen müssen formell und materiell richtig, vollständig und zeitgerecht sein.",AngG,"Die Formvorschriften für die Buchführung sind in § 131 BAO geregelt. 

Die Buchführung muss in einer ordnungsgemäßen Weise geführt werden. Dazu gehören:

- Einheitliche Führung der Buchhaltung
- Einheitliche Führung der Rechnung
- Einheitliche Führung der Kontoauswertung
- Einheitliche Führung der Bilanz
- Einheitliche Führung der Gewinn- und Verlustrechnung
- Einheitliche Führung der Gewinn- und Verlustrechnung
- Einheitliche Führung der Umsatzsteuerrückerstattung
- Einheitliche","Für die Buchführung gelten die allgemeinen Buchführungs- und Buchführungs-Formulierungen (§ 131 Abs. 1 Z 1 BAO), die für die Ermittlung der Einkünfte aus Gewerbebetrieb relevant sind.","des § 125 BAO in Verbindung mit § 130 BAO angewandt werden kann, ist die Abgabenbehörde verpflichtet, die Anbringen zu überprüfen und zu prüfen, ob die Anbringen den Anforderungen entsprechen.",0.792033314704895
SELF-062,Was regelt § 1164a ABGB im Arbeitsrecht?,Regelungen zur Entgeltfortzahlung im Krankheitsfall (wichtig für Lohnsteuerberechnung).,ABGB,"Ich bin mir nicht sicher, ob es einen § 1164a ABGB im österreichischen Arbeitsrecht gibt.",§ 1164a ABGB regelt die Ermittlung der Einkünfte aus der Überlassung von Grundstücken.,"gerichtsentscheidungsgesetz BGBl. I Nr. 97/2003, treten mit 1. Jänner 2003 in Kraft, auf die Entscheidung des Berufungssenats zurückgezogen werden.",0.7935888767242432
SELF-063,Wie wird die Entgeltfortzahlung steuerlich behandelt?,Sie ist wie normaler Arbeitslohn zu versteuern (Einkünfte aus nichtselbstständiger Arbeit).,ABGB,Die Entgeltfortzahlung ist steuerlich als Einkommen zu behandeln. Es wird dem Arbeitnehmer als Einkommen hinzugerechnet und unterliegt der Einkommensteuer.,Die Entgeltfortzahlung ist steuerfrei.,ommensteuergesetzes geltenden Vorschriften erfüllen.,0.7979522943496704
SELF-064,Besteht Sozialversicherungspflicht auf Entgeltfortzahlungen?,"Ja, es fallen Dienstnehmer- und Dienstgeberanteile zur SV an.",ABGB,"Ja, es besteht Sozialversicherungspflicht auf Entgeltfortzahlungen.",Nein. Sozialversicherungspflicht besteht aus Entgeltfortzahlungen und Einkommensteuer.,"uch genommen wird, sind die Beiträge nur mit 25% zu erfassen. 2. b) Bezüge und Vorteile aus der Versicherungskasse im Sinne des § 93 Abs. 1 des VAG 2016. Jene Teile der Bezüge und Vorteile, die auf die aa) vom Arbeitnehmer, bb) vom wesentlich Beteiligten im Sinne des § 22 Z 2 und cc) von einer natürlichen Person als Arbeitgeber für sich selbst eingezahlten Beträge ent",0.8014664649963379
SELF-065,Was ist der Inhalt des Progressionsabgeltungsgesetzes 2025?,Die Anpassung der Grenzbeträge des Einkommensteuertarifs an die Inflation (Abschaffung kalte Progression).,Mietrechts-Anpassungsgesetz 2025,"Ich bin nicht sicher, da ich keine Informationen über ein solches Gesetz habe.",Der Inhalt des Progressionsabgeltungsgesetzes 2025 lautet: Die Abgeltung von Einkommensteuer auf Einkünfte aus Gewerbebetrieb unterliegt der Abgeltungsgesetzesgrundlage. Die Abgeltungsgesetzesgrundlage ist § 27 EStG 1988.,Bundesgesetzes BGBl. I Nr. 96/2020 geltenden Umsatzgrenze beträgt 1.000.000 Euro.,0.7992693781852722
SELF-066,Was regelt die Sachbezugswerteverordnung?,"Die Bewertung von nicht in Geld bestehenden Vorteilen (z.B. Dienstwohnung, Privatnutzung Firmen-KFZ).",Richtwertverordnung 2025,"Die Sachbezugswerteverordnung (SBV) regelt die Ermittlung des Sachbezugswertes, der für die Ermittlung des Einkommens aus selbstständiger Arbeit verwendet wird. Der Sachbezugswert ist der Wert der von einem Steuerpflichtigen für seine berufliche Tätigkeit verwendeten Wirtschaftsgüter.","Die Sachbezugswerteverordnung (SBEV) regelt die Bezugnahme auf Sachwerte, die für die Ermittlung des Einkommens aus Kapitalvermögen erforderlich sind.","ausgesetzt. (2)Der Wechsel in die begleitende Kontrolle kann bis zum Ende des Zeitraums der Begleitkontrolle, abgeschlossen, ohne dass eine Veränderung der Kontrollstatus des Antragstellers oder der Unternehmer, die im Wechsel in die begleitende Kontrolle eingeführt wurden, erfolgen kann, ohne dass eine Veränderung der Kontrollstatus des Antragstellers oder der Unternehmer, die im Wechsel in die begleitende Kontrolle eingeführt wurden",0.7823982238769531
SELF-067,Was ist das Ziel der ökosozialen Steuerreform 2022?,Die CO2-Bepreisung und gleichzeitige Entlastung durch den regionalen Klimabonus.,WEG 2002,"Das Ziel der ökosozialen Steuerreform 2022 ist die Umsetzung der im Koalitionsvertrag 2021-2026 vereinbarten Maßnahmen zur Stärkung der sozialen Gerechtigkeit und Umweltfreundlichkeit. Dazu gehören unter anderem die Einführung eines Mindeststeuergeschäfts, die Erhöhung der Grundfreibeträge, die Einführung eines Kinderfreibetrags, die Erhöhung der Familienbezogenen Steuerabsetzbeträge, die Einführung eines Umweltbonus, die Erhöhung der Kinderbetreuungspflicht,","Das Ziel der ökosozialen Steuerreform 2022 ist, die ökosoziale Steuer zu einer umweltfreundlichen und nachhaltigen Steuerform zu machen.",is.bundestag.de/de/ris/bag/2026/2026/2026-04-06-07-36-36-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6,0.7260438203811646
SELF-068,Was wurde bei der Homeoffice-Pauschale geregelt?,Dass pro Homeoffice-Tag bis zu 3 Euro (max. 300 Euro/Jahr) steuerfrei vom Arbeitgeber gezahlt werden können.,Bestattungsanlagengesetz,"Die Homeoffice-Pauschale ist eine Steuervorschrift, die die Kosten für Heizöl, Gas und Strom bei der Steuererklärung berücksichtigt. 

Die Pauschale beträgt 0,10 € pro kWh Strom, 0,019 € pro kWh Gas und 0,03 € pro Liter Heizöl.",Bei der Homeoffice-Pauschale wurde die Einkunftsgröße von 1.500 Euro pro Monat als Einkünfte aus Dienstleistungen angesehen.,"abgabenordnung - Bundesrecht konsolidiert, Fassung vom 06.04.2026 Page 12 of 140https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10003940&ShowPrintPreview=True; f)wenn die Voraussetzungen für die Einbehaltung und Abfuhr hinausgeschoben wurden; g)wenn die Voraussetzungen für die Erlassung eines Vollstreckungs",0.7671100497245789
SELF-069,Was ist die Digitalsteuer?,Eine 5%ige Steuer auf Onlinewerbung von großen Tech-Konzernen in Österreich.,SV-OG,"Die Digitalsteuer ist eine Steuer, die in Österreich auf bestimmte digitale Dienstleistungen erhoben wird. Sie wurde 2016 eingeführt und 2016 abgeschafft.","Die Digitalsteuer ist eine Steuer, die von den Umsätzen der Umsünder aus E-Commerce-Transaktionen erhoben wird.","altungsrat, der Geschäftsleitung oder der Aufsichtsratsmitglied der Gesellschaft geleistet werden, sind abzugsfähig.",0.7803559303283691
SELF-070,Wann ist eine Sicherheitseinrichtung für Registrierkassen verpflichtend?,Seit 1. April 2017 muss jede Registrierkasse über einen Manipulationsschutz (Signatur) verfügen.,Pauschalreiseverordnung,"Eine Sicherheitseinrichtung für Registrierkassen ist verpflichtend, wenn die Registrierkasse einen Gesamtwert von mehr als 1.000 € hat.","Eine Sicherheitseinrichtung für Registrierkassen ist verpflichtend, wenn sie für die Registrierkasse relevante Informationen wie Kontoauszug, Kontostand, Verbrauchszahlen und Verbrauchsergebnisse bereitgestellt wird.","end die Sicherheitsschaffung des Geldwerts eine Sicherheitsleistung, die nicht mehr als 100.000 Euro beträgt, ist die Sicherheitsleistung auf die Sicherheitsschaffung des Geldwerts beschränkt.",0.8029202818870544
SELF-071,Was wurde im Bereich der Forschungsprämie geändert?,Die Prämie beträgt weiterhin 14 % der Forschungsaufwendungen und wird dem Steuerkonto gutgeschrieben.,MaklerG,"Ich bin nicht sicher, welche Änderungen im Bereich der Forschungsprämie vorgenommen wurden.",Im Bereich der Forschungsprämie wurde die Einfuhrbegünstigung für Forschungs- und Entwicklungsbetriebe (FED) eingeführt.,"Abfrage=Bundesnormen&Gesetzesnummer=10003940&ShowPrintPreview=True § 38. § 39. Förderung der Kunst und Wissenschaft, der Gesundheitspflege, der Kinder-, Jugend- und Familienfürsorge, der Fürsorge für alte, kranke oder mit körperlichen Gebrechen behaftete Personen, des Körpersports, des Volkswohnungswesens, der Schulbildung, der Erziehung, der Volksbildung, der Berufsausbildung, der",0.7797492742538452
SELF-072,Wie hoch ist der Alleinverdienerabsetzbetrag für ein Kind ab 2025?,Er wird jährlich indexiert und liegt bei ca. 560-580 Euro (je nach finaler Indexzahl).,WEG 2002,Ich habe keine genauen Informationen über den Alleinverdienerabsetzbetrag für 2025.,Der Alleinverdienerabsetzbetrag für ein Kind ab 2025 beträgt 1.000 Euro.,"raft des Familienbeihilfebescheids ein Verhältnis zur Bevölkerung auf, das sich im Laufe des Kalenderjahres so verändert, dass die Bevölkerung im Laufe des Kalenderjahres nicht mehr der gleiche ist wie zuvor, ist die Bevölkerung für das Finanzamt für das gesamte Kalenderjahr die Bevölkerung des jeweiligen Monats zu berücksichtigen.",0.7750121355056763
SELF-073,Gibt es neue Befreiungen für Photovoltaikanlagen?,"Ja, für private PV-Anlagen bis 35 kWp wurde die Umsatzsteuer auf 0 % gesenkt (Nullsteuersatz).",ZivRÄG 2025,"Ich bin nicht sicher, ob es neue Befreiungen für Photovoltaikanlagen gibt. Die Befreiung von der Grundsteuer für Photovoltaikanlagen ist gesetzlich geregelt. Die aktuelle Rechtslage ist komplex und kann sich ändern. Wenn Sie Fragen zu Photovoltaikanlagen haben, empfehle ich Ihnen, sich an einen Steuerberater oder eine Steuerberatungsgesellschaft zu wenden.",Ja. Die Befreiung gilt ab 2020.,"Bereichen des § 3 des Mietrechtsgesetzes in Gebäuden, die den Bestimmungen des Mietrechtsgesetzes über die Verwendung der Hauptmietzinse unterliegen.",0.801619291305542
SELF-074,Was ist die Steuerreform 2024 hinsichtlich der Kleinunternehmer?,Die Anhebung der Umsatzsteuergrenze auf 35.000 Euro wurde gesetzlich verankert.,GemRefG 2023,Ich habe keine Informationen über eine Steuerreform 2024.,"Die Steuerreform 2024 betrifft die Kleinunternehmer. Die Reform verlangt, dass bei Einkünften aus selbständiger Arbeit im Einkommens- und Gewinnsteuer-Abzugsbereich eine Abzugsbegrenzung von 10.000 Euro pro Jahr eingeführt wird.","Vertrags mit einer anderen Körperschaftsteuererklärung oder einer anderen Steuererklärung erfolgt, 3.wenn der Erwerbsvorgang auf Grund eines Vertrags mit einer anderen Körperschaftsteuererklärung oder einer anderen Steuererklärung erfolgt, 4.wenn der Erwerbsvorgang auf Grund eines Vertrags mit einer anderen Körperschaftsteuererklärung oder einer anderen Steuererklärung erfolgt, 5.wenn der Erwerbsvorgang auf Grund eines",0.7800893187522888
SELF-075,Was regelt das KMU-Förderungsgesetz steuerlich?,Erleichterungen beim Zugang zu Förderungen und steuerliche Verlustrückträge.,Pflegereform-Paket,"Das KMU-Förderungsgesetz regelt steuerlich die Förderung von kleinen und mittleren Unternehmen (KMU) durch den Bund. 

Ein KMU ist ein Unternehmen mit weniger als 50 Beschäftigten. 

Das Gesetz regelt die steuerliche Behandlung von KMU, wie z.B. 

- die Möglichkeit, dass KMU von der Umsatzsteuer befreit sind, 
- die Möglichkeit, dass KMU von der Körperschaftssteuer befreit sind, 
- die Möglichkeit, dass KMU von der Gewerbesteuer befreit sind. 

Das KMU-Förderungsgesetz ist ein Gesetz,",Das KMU-Förderungsgesetz steuerlich regelt die Förderung von KMU (Körperschaften mit begrenzter Beteiligung) bei der Abgabe von Einfuhrumsatzsteuererklärungen.,reffend die Veräußerungsgewinne im Sinne des § 24 EStG 1988; 6.Angelegenheiten betreffend die Veräußerungsgewinne im Sinne des § 24a EStG 1988; 7.Angelegenheiten betreffend die Veräußerungsgewinne im Sinne des § 24a EStG 1988; 8.Angelegenheiten betreffend die Veräußerungsgewinne im Sinne des § 24a EStG,0.7737986445426941
SELF-076,"Was ist die ""Investitionsprämie"" im Zuge der COVID-Gesetze?",Ein Zuschuss von 7 % bzw. 14 % für Neuinvestitionen in Unternehmen.,BHG 2013,"Die Investitionsprämie ist eine Förderung, die im Zuge der COVID-19-Gesetze eingeführt wurde. Sie unterstützt Unternehmen bei der Investition in neue Anlagen und Ausrüstungen. Die Prämie beträgt 20% der Investitionskosten, höchstens jedoch € 100.000.","Die Investitionsprämie ist eine steuerpflichtige Abgabeminderung, die für Investitionen im Inland aus dem Ausland verlangt wird. Sie beträgt 10 % der Investitionserträge, die nach der Abzugsbegrenzung von 100.000 Euro überschritten werden.",mittelbar nach dem 31. August 2022 in das Finanzsystem des Bundes oder einer der Länder der Europäischen Union eingefügt worden. c)Die empfangende Körperschaft hat die Vorauszahlung der Zinsen oder Lizenzgebühren nicht abgeschlossen. d)Die empfangende Körperschaft hat die Vorauszahlung der Zinsen oder Lizenzgebühren nicht abgeschlossen und die Vorauszahlung ist nicht abgeschlossen. e)Die empfangende Körperschaft,0.7813736796379089
SELF-077,Sind Trinkgelder für Arbeitnehmer steuerpflichtig?,"Trinkgelder, die einem Arbeitnehmer von Dritten freiwillig gegeben werden, sind einkommensteuerfrei (§ 3 Abs. 1 Z 16a EStG).",Home-office-Gesetz,"Ja, Trinkgelder für Arbeitnehmer sind steuerpflichtig. Sie werden als Einkommen des Arbeitnehmers behandelt und unterliegen der Einkommensteuer.",Ja. Trinkgelder für Arbeitnehmer sind steuerpflichtig.,"örperschaften, die für die Auftritte von öffentlichen Veranstaltungen in den Mitgliedstaaten des Vertragsvertragsschließenden Vereinigten Staaten der Amerika-Niederlande (Vereinigten Staaten) verantwortlich sind, in den Vereinigten Staaten der Vereinigten Staaten (USA) verantwortlich sind, in den Vereinigten Staaten der Vereinigten Staaten (USA) verantwortlich sind, in den Vereinigten Staaten der Vereinigten Sta",0.7618228793144226
SELF-078,Was wurde bei der Pendlerpauschale zeitweise geändert?,"Es gab befristete Erhöhungen und den ""Pendlereuro"" als Antwort auf hohe Energiepreise.",TDB-G 2012,"Die Pendlerpauschale wurde zeitweise geändert, indem die Höhe der Pauschale von 80 auf 100 Euro erhöht wurde.","Ja. Die Pendlerpauschale wurde 2006 zu 0,5 Euro pro Tag erhöht.","ürzung der Verjährungsfristen wird die Abgabenordnung vom 22. Mai 1931, Deutsches RGBl. I S. 161, einschließlich der hiezu ergangenen Durchführungsvorschriften, insbesondere: 1.die §§ 50 und 51 der Dritten Steuernotverordnung vom 14. Februar 1924, Deutsches RGBl. I S. 74; 2.die Verordnung zur Durchführung des § 160 Abs. 2",0.783430278301239
