id,prompt,baseline_answer,correct_answer,sources
VAT-INTL-074,"""Ein Maler aus Frankreich vermietet seine Gemälde an Museen in Österreich, die die Werke für eine Ausstellung nutzen. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da die Gemälde in Österreich genutzt werden.",,
VAT-INTL-075,"""Ein Youtuber aus Österreich wird von einem US-Unternehmen beauftragt, Werbung auf einem Event in den USA zu machen. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Youtuber als steuerpflichtiger Unternehmer (Körperschaft) gilt. Die Werbung auf dem Event in den USA ist eine Dienstleistung, die er in Österreich erbracht hat, da er dort ansässig ist. Die Steuerpflicht ergibt sich aus § 1 Abs. 1 Z 1 EStG.",,
VAT-INTL-076,"""Ein Tourist aus Österreich mietet ein Auto für 7 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Griechenland, da die Steuer nach dem Ort der Leistungsführung fällt.",,
VAT-INTL-077,"""Ein Tourist aus Österreich mietet ein Wasserboot für 98 Tage in Zakynthos, Griechenland. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Griechenland, da der Tourist dort seinen Wohnsitz hat und die Leistung dort verbraucht.",,
VAT-INTL-078,"""Ein Tourist aus Deutschland mietet ein Tiny House auf einem österreichischen Bauernhof für 3 Nächte. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da es sich um eine Miete handelt. Die Steuerpflicht ist jedoch nur gegeben, wenn der Bauernhof in Österreich seinen Sitz hat und die Mieteinnahmen dort erzielt werden. Wenn der Bauernhof in Deutschland seinen Sitz hat, ist die Leistung in Österreich nicht steuerpflichtig.",,
VAT-INTL-079,"""Ein österreichischer Personaltrainer verkauft einen digitalen Fitnesskurs an eine Privatperson in Frankreich. Wo ist die Leistung steuerpflichtig?""""","Die Leistung ist steuerpflichtig in Österreich, da der Personaltrainer Österreicher ist. Die Steuerpflicht ergibt sich aus dem BAO (Bundesabgabenordnung), § 1 Abs. 1, der die Steuerpflicht von Einkünften aus der Befristung von Rechten und Leistungen beinhaltet.",,
VAT-INTL-080,"""Ein österreichisches Unternehmen verkauft Cloud-Speicherplatz an eine deutsche GmbH. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da das Unternehmen dort ansässig ist.",,
VAT-INTL-081,"""Eine britische Marketingagentur entwickelt eine Werbekampagne für ein österreichisches Start-up. Wo ist die Leistung steuerpflichtig?“","Die Leistung ist steuerpflichtig in Österreich, wenn der Marketingdienstleister eine Niederlassung in Österreich hat oder eine Niederlassung in Österreich hat, die die Leistung erbringt.",,
VAT-INTL-082,"""Ein deutsches Unternehmen bietet einen Online-Kochkurs für Privatpersonen in Österreich an. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist in Österreich steuerpflichtig, da sie von einem nicht in Österreich ansässigen Unternehmen erbracht wird. Die Steuerpflicht ergibt sich aus § 1 Abs. 1 UStG.",,
ESTG27-001,"Herr Kern ist zu 60% an einer GmbH beteiligt, die er im Rahmen seines Einzelunternehmens (Betriebsvermögen) hält. Die GmbH schüttet 10.000 Euro aus. Gleichzeitig hält er privat Aktien derselben GmbH im Wert von 5.000 Euro und erhält darauf anteilig 2.000 Euro Dividende. Wie sind die beiden Ausschüttungen einkommensteuerrechtlich zu behandeln?","Die Ausschüttung von 10.000 Euro durch die GmbH ist als Betriebsausgabe des Einzelunternehmens des Herrn Kern zu behandeln. Sie ist also steuerpflichtig.

Die Dividende von 2.000 Euro ist als Einkommen aus Kapitalvermögen zu behandeln. Da Herr Kern 60% an der GmbH hält, beträgt sein Anteil an der Dividende 60% von 2.000 Euro, also 1.200 Euro. Dieser Betrag ist steuerpflichtig.","Die Einordnung hängt davon ab, ob die Beteiligung im Betriebs- oder Privatvermögen gehalten wird. Die Ausschüttung auf die im Betriebsvermögen des Einzelunternehmens gehaltene GmbH-Beteiligung (10.000 Euro) gehört gemäß § 27 Abs. 1 EStG 1988 nicht zu den Einkünften aus Kapitalvermögen, da sie zu den Einkünften im Sinne des § 2 Abs. 3 Z 1 bis 4 EStG 1988 (hier: Einkünfte aus Gewerbebetrieb) zählt – die Subsidiaritätsklausel des § 27 Abs. 1 EStG 1988 greift. Nur die auf die privat gehaltenen Aktien entfallende Dividende von 2.000 Euro stellt Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 2 Z 1 lit. a EStG 1988 dar.",§ 27 Abs. 1 EStG 1988; § 27 Abs. 2 Z 1 lit. a EStG 1988; § 2 Abs. 3 EStG 1988
ESTG27-002,Frau Sommer schließt im Alter von 48 Jahren eine Kapitallebensversicherung auf den Erlebensfall ab. Sie zahlt eine einmalige Prämie von 50.000 Euro. Die Versicherungslaufzeit beträgt 12 Jahre. Nach Ablauf erhält sie 65.000 Euro. Ist der Unterschiedsbetrag von 15.000 Euro steuerpflichtig?,"Die Prämie von 50.000 Euro ist steuerlich nicht absetzbar, da sie nicht als Sonderausgaben absetzbar ist. Der Unterschiedsbetrag von 15.000 Euro ist daher steuerpflichtig.","Ja, der Unterschiedsbetrag von 15.000 Euro ist steuerpflichtig. Gemäß § 27 Abs. 5 Z 3 EStG 1988 gilt der Unterschiedsbetrag zwischen eingezahlter Prämie und Versicherungsleistung bei einer Erlebensfall-Kapitalversicherung dann als Einkünfte aus Kapitalvermögen, wenn keine laufenden, im Wesentlichen gleich bleibenden Prämienzahlungen vereinbart sind (hier: Einmalerlag) und die Höchstlaufzeit weniger als 15 Jahre beträgt. Da Frau Sommer bei Vertragsabschluss das 50. Lebensjahr noch nicht vollendet hatte (sie war 48), gilt die Grenze von 15 Jahren. Die Laufzeit von 12 Jahren liegt unter dieser Grenze, weshalb der Unterschiedsbetrag von 15.000 Euro als Einkünfte aus Kapitalvermögen nach § 27 Abs. 5 Z 3 EStG 1988 steuerpflichtig ist.",§ 27 Abs. 5 Z 3 EStG 1988
ESTG27-003,"Herr Wolf kauft am 1. März Aktien der X-AG um 10.000 Euro (ex dividend). Am 15. März werden ihm 500 Euro Dividende gutgeschrieben. Am 30. April veräußert er die Aktien um 9.800 Euro. Sein Depot befindet sich bei einer österreichischen Bank. Wie hoch ist sein steuerpflichtiger Gesamtertrag aus diesen Transaktionen nach § 27 EStG 1988, und welche Tatbestände sind betroffen?","Der steuerpflichtige Gesamtertrag beträgt 9.800 Euro. 

Die folgenden Tatbestände sind betroffen:
- § 27 Abs. 1 EStG 1988: Gewinn aus der Veräußerung von Aktien (9.800 Euro)
- § 22 Abs. 2 EStG 1988: Dividenden (500 Euro)","Es sind zwei Tatbestände des § 27 EStG 1988 betroffen: (1) Die Dividende von 500 Euro stellt Einkünfte aus der Überlassung von Kapital gemäß § 27 Abs. 2 Z 1 lit. a EStG 1988 dar. (2) Aus der Veräußerung ergibt sich ein Verlust von 200 Euro (Verkaufserlös 9.800 Euro minus Anschaffungskosten 10.000 Euro), der Einkünfte aus realisierten Wertsteigerungen gemäß § 27 Abs. 3 EStG 1988 darstellt. Gemäß § 27 Abs. 8 Z 1 EStG 1988 können Verluste aus § 27 Abs. 3 nicht mit Zinserträgen aus Geldeinlagen bei Kreditinstituten verrechnet werden – eine Verrechnung mit Dividenden ist jedoch grundsätzlich möglich, da Dividenden nicht unter die Ausnahme des § 27 Abs. 8 Z 1 EStG 1988 fallen. Der Verlustausgleich zwischen dem Veräußerungsverlust (−200 Euro) und der Dividende (+500 Euro) ist daher zulässig, sofern beide dem besonderen Steuersatz nach § 27a Abs. 1 EStG 1988 unterliegen (§ 27 Abs. 8 Z 3 EStG 1988). Der steuerpflichtige Nettoertrag beträgt somit 300 Euro.",§ 27 Abs. 2 Z 1 lit.  EStG 1988; § 27 Abs. 3 EStG 1988; § 27 Abs. 8 Z 1 EStG 1988; § 27 Abs. 8 Z 3 EStG 1988
ESTG27-004,"Herr Ritter ist stiller Gesellschafter an einem Handelsunternehmen. In Jahr 1 erzielt er einen Verlustanteil von 8.000 Euro, in Jahr 2 einen Gewinnanteil von 3.000 Euro. Zusätzlich hat er in Jahr 2 Dividendeneinkünfte aus Aktien von 10.000 Euro. Wie ist der Verlust aus Jahr 1 zu behandeln, und kann er in Jahr 2 mit den Dividenden verrechnet werden?","Der Verlust aus Jahr 1 kann auf den Gewinnanteil von 3.000 Euro aus Jahr 2 verrechnet werden. Der verbleibende Verlustanteil beträgt 5.000 Euro.

Die Dividenden von 10.000 Euro können nicht mit dem Verlust aus Jahr 1 verrechnet werden, da sie nicht mit dem Gewinnanteil verbunden sind.",Verlustanteile aus der Beteiligung als stiller Gesellschafter dürfen gemäß § 27 Abs. 8 Z 2 EStG 1988 nicht mit anderen Einkünften ausgeglichen werden – auch nicht mit anderen Einkünften aus Kapitalvermögen wie Dividenden. Der Verlust von 8.000 Euro aus Jahr 1 ist daher ausschließlich in Folgejahren mit Gewinnanteilen aus derselben stillen Beteiligung zu verrechnen. In Jahr 2 können von dem Gewinnanteil von 3.000 Euro aus der stillen Beteiligung 3.000 Euro des Vorjahresverlustes verrechnet werden; der verbleibende Verlustvortrag beträgt 5.000 Euro. Eine Verrechnung des Verlustes mit den Dividendeneinkünften von 10.000 Euro ist nicht zulässig.,§ 27 Abs. 8 Z 2 EStG 1988
ESTG27-005,"Frau Berger überträgt im Wege der Schenkung ihre Aktien (Anschaffungskosten: 5.000 Euro, aktueller Wert: 12.000 Euro) von ihrem Depot bei der österreichischen Bank A auf das Depot ihres Sohnes bei der deutschen Bank B. Sie beauftragt die Bank A, dem zuständigen Finanzamt innerhalb eines Monats die übertragenen Wertpapiere und deren Anschaffungskosten mitzuteilen. Gilt die Übertragung als Veräußerung?","Ja, die Übertragung gilt als Veräußerung. Die Übertragung der Aktien von der Bank A auf das Depot des Sohnes bei der Bank B führt zu einer Veräußerung, da die Aktien aus dem Vermögen der Frau Berger herausgelassen werden. Die Mitteilung der Anschaffungskosten und des aktuellen Wertes an das Finanzamt ist erforderlich, da dies eine Veräußerung von Wertpapieren darstellt.","Nein, die Übertragung gilt nicht als Veräußerung. Gemäß § 27 Abs. 6 Z 2 EStG 1988 liegt keine Veräußerung vor bei der Übertragung von einer inländischen depotführenden Stelle auf ein Depot desselben Steuerpflichtigen bei einer ausländischen depotführenden Stelle, wenn der Steuerpflichtige die übertragende Stelle beauftragt, dem zuständigen Finanzamt innerhalb eines Monats die Daten (Name, Steuer-/Sozialversicherungsnummer, übertragene Wirtschaftsgüter, Anschaffungskosten und Empfänger) mitzuteilen. Dieser Tatbestand gilt gemäß § 27 Abs. 6 Z 2 EStG 1988 auch für unentgeltliche Übertragungen auf ein Depot eines anderen Steuerpflichtigen (den Sohn). Da Frau Berger die Bank A entsprechend beauftragt hat, ist keine Veräußerung anzunehmen. Die Anschaffungskosten von 5.000 Euro gehen auf den Sohn über.",§ 27 Abs. 6 Z 2 EStG 1988
ESTG27-006,Herr Lenz hat seine österreichische Privatstiftung gegründet und im Jahr 2010 Immobilien (Einstandswert steuerlich: 200.000 Euro) eingebracht. Im Jahr 2024 widerruft er die Privatstiftung und erhält das Restvermögen zurück. Das Evidenzkonto der Privatstiftung weist einen Letztstand von 80.000 Euro aus. Die Privatstiftung hat im Laufe der Jahre Gewinne erwirtschaftet. Wie ist die Rückübertragung bei Herrn Lenz einkommensteuerrechtlich zu behandeln?,"Die Rückübertragung des Restvermögens aus der Privatstiftung an Herrn Lenz ist einkommensteuerrechtlich als Ertrag aus der Befreiung von der Beteiligung an der Privatstiftung zu behandeln. Dieser Ertrag ist steuerpflichtig und unterliegt der Einkommensteuer.

Der Wert des eingebrachten Immobilienvermögens von 200.000 Euro ist jedoch steuerlich nicht mehr relevant, da er bereits im Jahr 2010 steuerlich erfasst wurde. Der Wert des Restvermögens von 80.000 Euro ist jedoch steuerlich relevant und unterliegt der Eink","Im Falle des Widerrufs einer Privatstiftung, bei dem der Stifter Letztbegünstigter gemäß § 34 Privatstiftungsgesetz ist, stellt der Rückfluss grundsätzlich Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 5 Z 7 EStG 1988 dar (Zuwendungen von Privatstiftungen). Jedoch sind diese Einkünfte gemäß § 27 Abs. 5 Z 9 EStG 1988 auf Antrag des Stifters zu kürzen: Für Zuwendungen nach dem 31. Juli 2008 erfolgt die Kürzung um den Letztstand des Evidenzkontos gemäß § 27 Abs. 5 Z 8 lit. c EStG 1988. Da die Immobilien nach dem 31.07.2008 eingebracht wurden (2010), ist der Letztstand des Evidenzkontos von 80.000 Euro von den Einkünften abzuziehen. Nur der darüber hinausgehende Teil des zurückerhaltenen Vermögens stellt steuerpflichtige Einkünfte aus Kapitalvermögen dar.",§ 27 Abs. 5 Z 7 EStG 1988; § 27 Abs. 5 Z 8 lit. c EStG 1988; § 27 Abs. 5 Z 9 EStG 1988
ESTG27-007,Frau Huber kauft im Jänner eine Unternehmensanleihe um 10.000 Euro inklusive aufgelaufener Stückzinsen von 200 Euro. Im Oktober desselben Jahres veräußert sie die Anleihe um 10.500 Euro inklusive aufgelaufener Stückzinsen von 350 Euro. Wie sind die beim Kauf gezahlten und beim Verkauf erhaltenen Stückzinsen nach § 27 EStG 1988 zu behandeln?,"Die beim Kauf gezahlten Stückzinsen von 200 Euro sind nach § 27 EStG 1988 als Aufwendungen für das Jahr des Kaufs (Jänner) abzusetzen.

Die beim Verkauf erhaltenen Stückzinsen von 350 Euro sind nach § 27 EStG 1988 als Einnahmen für das Jahr des Verkaufs (Oktober) zu versteuern.",Stückzinsen sind im System des § 27 EStG 1988 gesondert zu behandeln. Gemäß § 27 Abs. 2 Z 2 EStG 1988 sind Stückzinsen ausdrücklich von den laufenden Kapitalerträgen aus Kapitalforderungen ausgenommen. Die beim Kauf bezahlten Stückzinsen von 200 Euro erhöhen die Anschaffungskosten der Anleihe und mindern damit einen späteren Veräußerungsgewinn. Die beim Verkauf erhaltenen Stückzinsen von 350 Euro stellen gemäß § 27 Abs. 6 Z 5 EStG 1988 einen eigenen Realisierungstatbestand dar (Zufluss anteiliger Einkünfte aus der Überlassung von Kapital anlässlich der Realisierung) und sind als Einkünfte aus Kapitalvermögen steuerpflichtig. Der Veräußerungsgewinn aus der Anleihe selbst berechnet sich aus: Verkaufserlös ohne Stückzinsen (10.150 Euro) minus Anschaffungskosten ohne Stückzinsen (9.800 Euro) = 350 Euro gemäß § 27 Abs. 3 EStG 1988.,§ 27 Abs. 2 Z 2 EStG 1988; § 27 Abs. 3 EStG 1988; § 27 Abs. 6 Z 5 EStG 1988
ESTG27-008,Herr Gruber zieht von Österreich in die Schweiz (Nicht-EU/EWR-Staat) und besitzt dabei im Privatvermögen Aktien mit stillen Reserven von 20.000 Euro sowie einen Future-Kontrakt mit einem latenten Gewinn von 5.000 Euro. Welche steuerlichen Konsequenzen hat der Wegzug nach § 27 EStG 1988?,"Der Wegzug aus Österreich nach der Schweiz führt zu keiner direkten Besteuerung der stillen Reserven und des latenten Gewinns. 

Die stillen Reserven und der latenten Gewinn unterliegen jedoch der Abgeltungssteuer, wenn sie innerhalb von 6 Monaten nach dem Wegzug nach einem Nicht-EU/EWR-Staat nicht veräußt werden. Die Abgeltungssteuer beträgt 35% der stillen Reserven und 27,5% des latenten Gewinns.","Der Wegzug in die Schweiz führt zu einer Einschränkung des österreichischen Besteuerungsrechts und gilt gemäß § 27 Abs. 6 Z 1 EStG 1988 als fiktive Veräußerung sowohl hinsichtlich der Aktien (Wirtschaftsgut im Sinne des Abs. 3) als auch des Future-Kontrakts (Derivat im Sinne des Abs. 4). Da die Schweiz kein EU/EWR-Staat ist, greift die Stundungsregelung des § 27 Abs. 6 Z 1 lit. a EStG 1988 nicht – diese gilt nur für EU/EWR-Staaten. Gemäß § 27 Abs. 6 Z 1 lit. d EStG 1988 sind in allen nicht von lit. a erfassten Fällen die § 6 Z 6 lit. c und d EStG 1988 sinngemäß anzuwenden, was zur sofortigen Steuerpflicht auf die stillen Reserven von 20.000 Euro (Aktien) und 5.000 Euro (Future) führt.",§ 27 Abs. 6 Z 1 EStG 1988; § 27 Abs. 6 Z 1 lit. a EStG 1988; § 27 Abs. 6 Z 1 lit. d EStG 1988
ESTG27-009,Eine österreichische GmbH & Co KG (Mitunternehmerschaft) hält im Betriebsvermögen Aktien. Die Aktien werden mit Gewinn veräußert. Ein Kommanditist hält seinen Anteil an der KG im Privatvermögen. Sind die Gewinne aus der Aktienveräußerung für den Kommanditisten Einkünfte aus Kapitalvermögen nach § 27 EStG 1988?,"Die Gewinne aus der Aktienveräußerung sind nicht Einkünfte aus Kapitalvermögen nach § 27 EStG 1988. 

Die Gewinne aus der Aktienveräußerung sind Einkünfte aus Kapitalvermögen, wenn die Aktien im Kapitalvermögen des Kommanditisten gehalten werden. 

Da der Kommanditist seinen Anteil an der KG im Privatvermögen hält, sind die Gewinne aus der Aktienveräußerung Einkünfte aus Gewerbebetrieb.","Nein. Obwohl die KG Aktien hält, deren Erträge grundsätzlich unter § 27 EStG 1988 fallen könnten, greift hier die Subsidiaritätsklausel des § 27 Abs. 1 EStG 1988. Danach liegen Einkünfte aus Kapitalvermögen nur vor, soweit sie nicht zu den Einkünften im Sinne des § 2 Abs. 3 Z 1 bis 4 EStG 1988 gehören. Da die Aktien im Betriebsvermögen der KG gehalten werden und die KG Einkünfte aus Gewerbebetrieb erzielt (§ 2 Abs. 3 Z 3 EStG 1988), stellen die Gewinne aus der Aktienveräußerung für den Kommanditisten anteilige Einkünfte aus Gewerbebetrieb dar – unabhängig davon, dass er seinen Kommanditanteil im Privatvermögen hält.",§ 27 Abs. 1 EStG 1988; § 2 Abs. 3 EStG 1988
